packet_id,label,mutation_type,severity,pr_vendor,gst_vendor,pr_ref,gst_ref,pr_amount,gst_amount,pr_date,gst_date,pr_gstin,gst_gstin
pkt-1449,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 1449,Supplier Inc 1449,INV-11449,INV-11449,7609.85,7612.35,2023-04-17,2023-04-17,27AAAAA2449A1Z5,27AAAAA2449A1Z5
pkt-1450,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 1450,Supplier Ltd 1450,INV-11450,INV-11450,48481.77,48481.77,2023-09-05,2023-09-05,27AAAAA2450A1Z5,27AAAAA2450A1ZX
pkt-1451,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 1451,Supplier Inc 1451,INV-11451,INV-11451,21064.49,21064.99,2023-12-21,2023-12-21,27AAAAA2451A1Z5,27AAAAA2451A1Z5
pkt-1452,EXACT_MATCH,none,none,Supplier LLC 1452,Supplier LLC 1452,INV-11452,INV-11452,3241.18,3241.18,2023-04-27,2023-04-27,27AAAAA2452A1Z5,27AAAAA2452A1Z5
pkt-1453,NO_MATCH,missing_record,high,Supplier LLC 1453,,INV-11453,,28977.36,,2023-11-21,,27AAAAA2453A1Z5,
pkt-1454,NO_MATCH,missing_record,high,Supplier Ltd 1454,,INV-11454,,29708.53,,2023-12-17,,27AAAAA2454A1Z5,
pkt-1455,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 1455,Supplier LLC 1455,INV-11455,INV-II455,15273.71,15273.72,2023-03-26,2023-03-26,27AAAAA2455A1Z5,27AAAAA2455A1Z5
pkt-1456,FUZZY_MATCH,minor_amount_diff,low,Supplier LLC 1456,Supplier LLC 1456,INV-11456,INV-11456,39484.46,39483.46,2023-04-16,2023-04-16,27AAAAA2456A1Z5,27AAAAA2456A1Z5
pkt-1457,NO_MATCH,different_entity,high,Supplier Corp 1457,Different Supplier Inc,INV-11457,INV-11457,7502.08,7502.08,2023-05-15,2023-05-15,27AAAAA2457A1Z5,27BBBBB1234B1Z5
pkt-1458,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 1458,Supplier LLC 1458,INV-11458,INV-II458,46214.17,46214.18,2023-12-18,2023-12-18,27AAAAA2458A1Z5,27AAAAA2458A1Z5
pkt-1459,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 1459,Supplier Corp 1459,INV-11459,INV-II459,48662.98,48662.99,2023-12-23,2023-12-23,27AAAAA2459A1Z5,27AAAAA2459A1Z5
pkt-1460,NO_MATCH,missing_record,high,Supplier Corp 1460,,INV-11460,,11971.48,,2023-01-11,,27AAAAA2460A1Z5,
pkt-1461,EXACT_MATCH,none,none,Supplier Inc 1461,Supplier Inc 1461,INV-11461,INV-11461,13094.32,13094.32,2023-03-07,2023-03-07,27AAAAA2461A1Z5,27AAAAA2461A1Z5
pkt-1462,NO_MATCH,missing_record,high,Supplier LLC 1462,,INV-11462,,15915.49,,2023-06-05,,27AAAAA2462A1Z5,
pkt-1463,FUZZY_MATCH,string_distance,low,Supplier LLC 1463,Suplier LLC 1463,INV-11463,INV11463,27039.34,27039.34,2023-03-18,2023-03-18,27AAAAA2463A1Z5,27AAAAA2463A1Z5
pkt-1464,NO_MATCH,missing_record,high,Supplier Corp 1464,,INV-11464,,46029.66,,2023-07-16,,27AAAAA2464A1Z5,
pkt-1465,EXACT_MATCH,none,none,Supplier LLC 1465,Supplier LLC 1465,INV-11465,INV-11465,46397.78,46397.78,2023-03-01,2023-03-01,27AAAAA2465A1Z5,27AAAAA2465A1Z5
pkt-1466,NO_MATCH,different_entity,high,Supplier Corp 1466,Different Supplier Inc,INV-11466,INV-11466,35302.02,35302.02,2023-08-10,2023-08-10,27AAAAA2466A1Z5,27BBBBB1234B1Z5
pkt-1467,EXACT_MATCH,none,none,Supplier Inc 1467,Supplier Inc 1467,INV-11467,INV-11467,36454.33,36454.33,2023-08-11,2023-08-11,27AAAAA2467A1Z5,27AAAAA2467A1Z5
pkt-1468,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 1468,Supplier Inc 1468,INV-11468,INV-11468,24001.16,24000.16,2023-01-05,2023-01-05,27AAAAA2468A1Z5,27AAAAA2468A1Z5
pkt-1469,FUZZY_MATCH,string_distance,low,Supplier LLC 1469,Suplier LLC 1469,INV-11469,INV11469,20141.33,20141.33,2023-04-15,2023-04-15,27AAAAA2469A1Z5,27AAAAA2469A1Z5
pkt-1470,NO_MATCH,different_entity,high,Supplier Corp 1470,Different Supplier Inc,INV-11470,INV-11470,16385.69,16385.69,2023-10-21,2023-10-21,27AAAAA2470A1Z5,27BBBBB1234B1Z5
pkt-1471,FUZZY_MATCH,string_distance,low,Supplier Inc 1471,Suplier Inc 1471,INV-11471,INV11471,26369.05,26369.05,2023-05-07,2023-05-07,27AAAAA2471A1Z5,27AAAAA2471A1Z5
pkt-1472,CONTRADICTION,major_amount_diff,high,Supplier Inc 1472,Supplier Inc 1472,INV-11472,INV-11472,26966.77,53933.540,2023-08-22,2023-08-22,27AAAAA2472A1Z5,27AAAAA2472A1Z5
pkt-1473,EXACT_MATCH,none,none,Supplier Inc 1473,Supplier Inc 1473,INV-11473,INV-11473,19781.74,19781.74,2023-08-11,2023-08-11,27AAAAA2473A1Z5,27AAAAA2473A1Z5
pkt-1474,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 1474,Supplier Ltd 1474,INV-11474,INV-11474,18117.14,18117.14,2023-03-23,2023-03-23,27AAAAA2474A1Z5,27AAAAA2474A1ZX
pkt-1475,NO_MATCH,invalid_gstin_suffix,high,Supplier LLC 1475,Supplier LLC 1475,INV-11475,INV-11475,19367.02,19367.02,2023-01-10,2023-01-10,27AAAAA2475A1Z5,27AAAAA2475A1ZX
pkt-1476,FUZZY_MATCH,date_shift,medium,Supplier Inc 1476,Supplier Inc 1476,INV-11476,INV-11476,15473.46,15473.46,2023-08-28,2023-08-30,27AAAAA2476A1Z5,27AAAAA2476A1Z5
pkt-1477,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 1477,Supplier Ltd 1477,INV-11477,INV-11477,37102.23,37102.73,2023-07-26,2023-07-26,27AAAAA2477A1Z5,27AAAAA2477A1Z5
pkt-1478,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 1478,Supplier Ltd 1478,INV-11478,INV-II478,40303.07,40303.08,2023-07-24,2023-07-24,27AAAAA2478A1Z5,27AAAAA2478A1Z5
pkt-1479,FUZZY_MATCH,date_shift,medium,Supplier Corp 1479,Supplier Corp 1479,INV-11479,INV-11479,41792.03,41792.03,2023-10-03,2023-10-02,27AAAAA2479A1Z5,27AAAAA2479A1Z5
pkt-1480,NO_MATCH,different_entity,high,Supplier Inc 1480,Different Supplier Inc,INV-11480,INV-11480,23783.2,23783.2,2023-09-11,2023-09-11,27AAAAA2480A1Z5,27BBBBB1234B1Z5
pkt-1481,EXACT_MATCH,none,none,Supplier Ltd 1481,Supplier Ltd 1481,INV-11481,INV-11481,37830.09,37830.09,2023-02-01,2023-02-01,27AAAAA2481A1Z5,27AAAAA2481A1Z5
pkt-1482,EXACT_MATCH,none,none,Supplier Ltd 1482,Supplier Ltd 1482,INV-11482,INV-11482,45729.08,45729.08,2023-07-06,2023-07-06,27AAAAA2482A1Z5,27AAAAA2482A1Z5
pkt-1483,EXACT_MATCH,none,none,Supplier Corp 1483,Supplier Corp 1483,INV-11483,INV-11483,28439.02,28439.02,2023-03-07,2023-03-07,27AAAAA2483A1Z5,27AAAAA2483A1Z5
pkt-1484,NO_MATCH,different_entity,high,Supplier LLC 1484,Different Supplier Inc,INV-11484,INV-11484,14544.21,14544.21,2023-08-02,2023-08-02,27AAAAA2484A1Z5,27BBBBB1234B1Z5
pkt-1485,FUZZY_MATCH,date_shift,medium,Supplier Ltd 1485,Supplier Ltd 1485,INV-11485,INV-11485,15265.33,15265.33,2023-09-24,2023-09-19,27AAAAA2485A1Z5,27AAAAA2485A1Z5
pkt-1486,EXACT_MATCH,none,none,Supplier LLC 1486,Supplier LLC 1486,INV-11486,INV-11486,39581.86,39581.86,2023-03-09,2023-03-09,27AAAAA2486A1Z5,27AAAAA2486A1Z5
pkt-1487,EXACT_MATCH,none,none,Supplier LLC 1487,Supplier LLC 1487,INV-11487,INV-11487,41728.73,41728.73,2023-08-04,2023-08-04,27AAAAA2487A1Z5,27AAAAA2487A1Z5
pkt-1488,EXACT_MATCH,none,none,Supplier Corp 1488,Supplier Corp 1488,INV-11488,INV-11488,9050.68,9050.68,2023-12-21,2023-12-21,27AAAAA2488A1Z5,27AAAAA2488A1Z5
pkt-1489,NO_MATCH,different_entity,high,Supplier Inc 1489,Different Supplier Inc,INV-11489,INV-11489,6055.8,6055.8,2023-05-16,2023-05-16,27AAAAA2489A1Z5,27BBBBB1234B1Z5
pkt-1490,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 1490,Supplier Ltd 1490,INV-11490,INV-11490,37303.72,37306.22,2023-10-16,2023-10-16,27AAAAA2490A1Z5,27AAAAA2490A1Z5
pkt-1491,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 1491,Supplier Inc 1491,INV-11491,INV-11491,48715.51,48716.01,2023-02-12,2023-02-12,27AAAAA2491A1Z5,27AAAAA2491A1Z5
pkt-1492,EXACT_MATCH,none,none,Supplier Ltd 1492,Supplier Ltd 1492,INV-11492,INV-11492,29124.56,29124.56,2023-03-11,2023-03-11,27AAAAA2492A1Z5,27AAAAA2492A1Z5
pkt-1493,NO_MATCH,invalid_gstin_suffix,high,Supplier LLC 1493,Supplier LLC 1493,INV-11493,INV-11493,6861.32,6861.32,2023-03-02,2023-03-02,27AAAAA2493A1Z5,27AAAAA2493A1ZX
pkt-1494,FUZZY_MATCH,minor_amount_diff,low,Supplier LLC 1494,Supplier LLC 1494,INV-11494,INV-11494,21033.75,21032.75,2023-06-02,2023-06-02,27AAAAA2494A1Z5,27AAAAA2494A1Z5
pkt-1495,NO_MATCH,different_entity,high,Supplier Inc 1495,Different Supplier Inc,INV-11495,INV-11495,25741.94,25741.94,2023-11-06,2023-11-06,27AAAAA2495A1Z5,27BBBBB1234B1Z5
pkt-1496,EXACT_MATCH,none,none,Supplier LLC 1496,Supplier LLC 1496,INV-11496,INV-11496,37656.16,37656.16,2023-09-11,2023-09-11,27AAAAA2496A1Z5,27AAAAA2496A1Z5
pkt-1497,FUZZY_MATCH,string_distance,low,Supplier LLC 1497,Suplier LLC 1497,INV-11497,INV11497,40013.87,40013.87,2023-05-22,2023-05-22,27AAAAA2497A1Z5,27AAAAA2497A1Z5
pkt-1498,EXACT_MATCH,none,none,Supplier Corp 1498,Supplier Corp 1498,INV-11498,INV-11498,26767.57,26767.57,2023-06-27,2023-06-27,27AAAAA2498A1Z5,27AAAAA2498A1Z5
pkt-1499,EXACT_MATCH,none,none,Supplier Ltd 1499,Supplier Ltd 1499,INV-11499,INV-11499,6933.78,6933.78,2023-05-12,2023-05-12,27AAAAA2499A1Z5,27AAAAA2499A1Z5
pkt-1500,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 1500,Supplier Corp 1500,INV-11500,INV-II5OO,17081.62,17081.63,2023-03-04,2023-03-04,27AAAAA2500A1Z5,27AAAAA2500A1Z5
pkt-1501,EXACT_MATCH,none,none,Supplier Inc 1501,Supplier Inc 1501,INV-11501,INV-11501,25218.81,25218.81,2023-04-26,2023-04-26,27AAAAA2501A1Z5,27AAAAA2501A1Z5
pkt-1502,EXACT_MATCH,none,none,Supplier Corp 1502,Supplier Corp 1502,INV-11502,INV-11502,23078.52,23078.52,2023-02-04,2023-02-04,27AAAAA2502A1Z5,27AAAAA2502A1Z5
pkt-1503,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 1503,Supplier LLC 1503,INV-11503,INV-II5O3,24027.96,24027.97,2023-05-23,2023-05-23,27AAAAA2503A1Z5,27AAAAA2503A1Z5
pkt-1504,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 1504,Supplier LLC 1504,INV-11504,INV-II5O4,40870.23,40870.24,2023-10-17,2023-10-17,27AAAAA2504A1Z5,27AAAAA2504A1Z5
pkt-1505,FUZZY_MATCH,date_shift,medium,Supplier Inc 1505,Supplier Inc 1505,INV-11505,INV-11505,35523.75,35523.75,2023-01-24,2023-01-21,27AAAAA2505A1Z5,27AAAAA2505A1Z5
pkt-1506,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 1506,Supplier Corp 1506,INV-11506,INV-11506,42855.08,42855.58,2023-03-23,2023-03-23,27AAAAA2506A1Z5,27AAAAA2506A1Z5
pkt-1507,FUZZY_MATCH,string_distance,low,Supplier Inc 1507,Suplier Inc 1507,INV-11507,INV11507,10571.07,10571.07,2023-02-14,2023-02-14,27AAAAA2507A1Z5,27AAAAA2507A1Z5
pkt-1508,EXACT_MATCH,none,none,Supplier Ltd 1508,Supplier Ltd 1508,INV-11508,INV-11508,1038.44,1038.44,2023-08-25,2023-08-25,27AAAAA2508A1Z5,27AAAAA2508A1Z5
pkt-1509,NO_MATCH,missing_record,high,Supplier Inc 1509,,INV-11509,,9897.91,,2023-01-26,,27AAAAA2509A1Z5,
pkt-1510,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 1510,Supplier Inc 1510,INV-11510,INV-11510,6034.22,6033.22,2023-05-02,2023-05-02,27AAAAA2510A1Z5,27AAAAA2510A1Z5
pkt-1511,NO_MATCH,different_entity,high,Supplier Corp 1511,Different Supplier Inc,INV-11511,INV-11511,37752.06,37752.06,2023-02-20,2023-02-20,27AAAAA2511A1Z5,27BBBBB1234B1Z5
pkt-1512,EXACT_MATCH,none,none,Supplier LLC 1512,Supplier LLC 1512,INV-11512,INV-11512,45068.63,45068.63,2023-03-22,2023-03-22,27AAAAA2512A1Z5,27AAAAA2512A1Z5
pkt-1513,NO_MATCH,invalid_gstin_suffix,high,Supplier LLC 1513,Supplier LLC 1513,INV-11513,INV-11513,4629.89,4629.89,2023-12-09,2023-12-09,27AAAAA2513A1Z5,27AAAAA2513A1ZX
pkt-1514,CONTRADICTION,major_amount_diff,high,Supplier Corp 1514,Supplier Corp 1514,INV-11514,INV-11514,8111.81,16223.620,2023-09-25,2023-09-25,27AAAAA2514A1Z5,27AAAAA2514A1Z5
pkt-1515,CONTRADICTION,major_amount_diff,high,Supplier Inc 1515,Supplier Inc 1515,INV-11515,INV-11515,28554.74,57109.480,2023-02-27,2023-02-27,27AAAAA2515A1Z5,27AAAAA2515A1Z5
pkt-1516,CONTRADICTION,major_amount_diff,high,Supplier Corp 1516,Supplier Corp 1516,INV-11516,INV-11516,10928.2,21856.40,2023-04-10,2023-04-10,27AAAAA2516A1Z5,27AAAAA2516A1Z5
pkt-1517,CONTRADICTION,major_amount_diff,high,Supplier Corp 1517,Supplier Corp 1517,INV-11517,INV-11517,316.01,632.020,2023-12-04,2023-12-04,27AAAAA2517A1Z5,27AAAAA2517A1Z5
pkt-1518,NO_MATCH,missing_record,high,Supplier Corp 1518,,INV-11518,,42579.71,,2023-08-12,,27AAAAA2518A1Z5,
pkt-1519,EXACT_MATCH,none,none,Supplier LLC 1519,Supplier LLC 1519,INV-11519,INV-11519,33708.93,33708.93,2023-02-06,2023-02-06,27AAAAA2519A1Z5,27AAAAA2519A1Z5
pkt-1520,FUZZY_MATCH,string_distance,low,Supplier Ltd 1520,Suplier Ltd 1520,INV-11520,INV11520,21262.18,21262.18,2023-09-08,2023-09-08,27AAAAA2520A1Z5,27AAAAA2520A1Z5
pkt-1521,FUZZY_MATCH,string_distance,low,Supplier Ltd 1521,Suplier Ltd 1521,INV-11521,INV11521,38094.33,38094.33,2023-06-04,2023-06-04,27AAAAA2521A1Z5,27AAAAA2521A1Z5
pkt-1522,EXACT_MATCH,none,none,Supplier LLC 1522,Supplier LLC 1522,INV-11522,INV-11522,26034.41,26034.41,2023-08-25,2023-08-25,27AAAAA2522A1Z5,27AAAAA2522A1Z5
pkt-1523,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 1523,Supplier Inc 1523,INV-11523,INV-11523,14484.74,14484.74,2023-12-02,2023-12-02,27AAAAA2523A1Z5,27AAAAA2523A1ZX
pkt-1524,NO_MATCH,different_entity,high,Supplier Ltd 1524,Different Supplier Inc,INV-11524,INV-11524,24736.27,24736.27,2023-07-10,2023-07-10,27AAAAA2524A1Z5,27BBBBB1234B1Z5
pkt-1525,FUZZY_MATCH,date_shift,medium,Supplier Ltd 1525,Supplier Ltd 1525,INV-11525,INV-11525,36835.1,36835.1,2023-11-27,2023-11-30,27AAAAA2525A1Z5,27AAAAA2525A1Z5
pkt-1526,NO_MATCH,missing_record,high,Supplier Inc 1526,,INV-11526,,20423.38,,2023-07-07,,27AAAAA2526A1Z5,
pkt-1527,EXACT_MATCH,none,none,Supplier Inc 1527,Supplier Inc 1527,INV-11527,INV-11527,46960.19,46960.19,2023-06-06,2023-06-06,27AAAAA2527A1Z5,27AAAAA2527A1Z5
pkt-1528,CONTRADICTION,major_amount_diff,high,Supplier Ltd 1528,Supplier Ltd 1528,INV-11528,INV-11528,24633.25,49266.500,2023-02-13,2023-02-13,27AAAAA2528A1Z5,27AAAAA2528A1Z5
pkt-1529,EXACT_MATCH,none,none,Supplier Corp 1529,Supplier Corp 1529,INV-11529,INV-11529,32961.56,32961.56,2023-02-04,2023-02-04,27AAAAA2529A1Z5,27AAAAA2529A1Z5
pkt-1530,FUZZY_MATCH,string_distance,low,Supplier Corp 1530,Suplier Corp 1530,INV-11530,INV11530,20091.15,20091.15,2023-10-04,2023-10-04,27AAAAA2530A1Z5,27AAAAA2530A1Z5
pkt-1531,NO_MATCH,different_entity,high,Supplier Corp 1531,Different Supplier Inc,INV-11531,INV-11531,18249.13,18249.13,2023-04-11,2023-04-11,27AAAAA2531A1Z5,27BBBBB1234B1Z5
pkt-1532,EXACT_MATCH,none,none,Supplier Corp 1532,Supplier Corp 1532,INV-11532,INV-11532,42217.07,42217.07,2023-07-04,2023-07-04,27AAAAA2532A1Z5,27AAAAA2532A1Z5
pkt-1533,EXACT_MATCH,none,none,Supplier LLC 1533,Supplier LLC 1533,INV-11533,INV-11533,36287.5,36287.5,2023-05-25,2023-05-25,27AAAAA2533A1Z5,27AAAAA2533A1Z5
pkt-1534,NO_MATCH,missing_record,high,Supplier Ltd 1534,,INV-11534,,47166.93,,2023-06-16,,27AAAAA2534A1Z5,
pkt-1535,FUZZY_MATCH,string_distance,low,Supplier Ltd 1535,Suplier Ltd 1535,INV-11535,INV11535,25619.58,25619.58,2023-03-25,2023-03-25,27AAAAA2535A1Z5,27AAAAA2535A1Z5
pkt-1536,EXACT_MATCH,none,none,Supplier Corp 1536,Supplier Corp 1536,INV-11536,INV-11536,6197.28,6197.28,2023-08-16,2023-08-16,27AAAAA2536A1Z5,27AAAAA2536A1Z5
pkt-1537,FUZZY_MATCH,string_distance,low,Supplier Inc 1537,Suplier Inc 1537,INV-11537,INV11537,47125.91,47125.91,2023-01-04,2023-01-04,27AAAAA2537A1Z5,27AAAAA2537A1Z5
pkt-1538,NO_MATCH,different_entity,high,Supplier Ltd 1538,Different Supplier Inc,INV-11538,INV-11538,24956.93,24956.93,2023-01-06,2023-01-06,27AAAAA2538A1Z5,27BBBBB1234B1Z5
pkt-1539,FUZZY_MATCH,string_distance,low,Supplier Inc 1539,Suplier Inc 1539,INV-11539,INV11539,33992.3,33992.3,2023-03-10,2023-03-10,27AAAAA2539A1Z5,27AAAAA2539A1Z5
pkt-1540,NO_MATCH,missing_record,high,Supplier Ltd 1540,,INV-11540,,33087.92,,2023-09-25,,27AAAAA2540A1Z5,
pkt-1541,CONTRADICTION,major_amount_diff,high,Supplier Ltd 1541,Supplier Ltd 1541,INV-11541,INV-11541,10176.39,20352.780,2023-11-16,2023-11-16,27AAAAA2541A1Z5,27AAAAA2541A1Z5
pkt-1542,EXACT_MATCH,none,none,Supplier Inc 1542,Supplier Inc 1542,INV-11542,INV-11542,13157.1,13157.1,2023-06-26,2023-06-26,27AAAAA2542A1Z5,27AAAAA2542A1Z5
pkt-1543,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 1543,Supplier Ltd 1543,INV-11543,INV-11543,49536.51,49536.51,2023-02-13,2023-02-13,27AAAAA2543A1Z5,27AAAAA2543A1ZX
pkt-1544,EXACT_MATCH,none,none,Supplier Inc 1544,Supplier Inc 1544,INV-11544,INV-11544,42658.43,42658.43,2023-08-15,2023-08-15,27AAAAA2544A1Z5,27AAAAA2544A1Z5
pkt-1545,EXACT_MATCH,none,none,Supplier LLC 1545,Supplier LLC 1545,INV-11545,INV-11545,8925.77,8925.77,2023-11-28,2023-11-28,27AAAAA2545A1Z5,27AAAAA2545A1Z5
pkt-1546,EXACT_MATCH,none,none,Supplier LLC 1546,Supplier LLC 1546,INV-11546,INV-11546,8290.8,8290.8,2023-07-05,2023-07-05,27AAAAA2546A1Z5,27AAAAA2546A1Z5
pkt-1547,EXACT_MATCH,none,none,Supplier Ltd 1547,Supplier Ltd 1547,INV-11547,INV-11547,19515.12,19515.12,2023-02-19,2023-02-19,27AAAAA2547A1Z5,27AAAAA2547A1Z5
pkt-1548,NO_MATCH,missing_record,high,Supplier Ltd 1548,,INV-11548,,27733.82,,2023-09-19,,27AAAAA2548A1Z5,
pkt-1549,EXACT_MATCH,none,none,Supplier Inc 1549,Supplier Inc 1549,INV-11549,INV-11549,28156.55,28156.55,2023-03-17,2023-03-17,27AAAAA2549A1Z5,27AAAAA2549A1Z5
pkt-1550,FUZZY_MATCH,minor_amount_diff,low,Supplier LLC 1550,Supplier LLC 1550,INV-11550,INV-11550,13243.21,13244.21,2023-10-13,2023-10-13,27AAAAA2550A1Z5,27AAAAA2550A1Z5
pkt-1551,NO_MATCH,invalid_gstin_suffix,high,Supplier Corp 1551,Supplier Corp 1551,INV-11551,INV-11551,3165.06,3165.06,2023-10-02,2023-10-02,27AAAAA2551A1Z5,27AAAAA2551A1ZX
pkt-1552,EXACT_MATCH,none,none,Supplier Inc 1552,Supplier Inc 1552,INV-11552,INV-11552,17508.95,17508.95,2023-12-19,2023-12-19,27AAAAA2552A1Z5,27AAAAA2552A1Z5
pkt-1553,NO_MATCH,invalid_gstin_suffix,high,Supplier LLC 1553,Supplier LLC 1553,INV-11553,INV-11553,17128.7,17128.7,2023-02-14,2023-02-14,27AAAAA2553A1Z5,27AAAAA2553A1ZX
pkt-1554,FUZZY_MATCH,date_shift,medium,Supplier Corp 1554,Supplier Corp 1554,INV-11554,INV-11554,20655.29,20655.29,2023-01-22,2023-01-20,27AAAAA2554A1Z5,27AAAAA2554A1Z5
pkt-1555,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 1555,Supplier Inc 1555,INV-11555,INV-11555,32439.33,32438.33,2023-10-03,2023-10-03,27AAAAA2555A1Z5,27AAAAA2555A1Z5
pkt-1556,EXACT_MATCH,none,none,Supplier LLC 1556,Supplier LLC 1556,INV-11556,INV-11556,16945.95,16945.95,2023-01-18,2023-01-18,27AAAAA2556A1Z5,27AAAAA2556A1Z5
pkt-1557,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 1557,Supplier Ltd 1557,INV-11557,INV-11557,23099.38,23098.38,2023-07-19,2023-07-19,27AAAAA2557A1Z5,27AAAAA2557A1Z5
pkt-1558,EXACT_MATCH,none,none,Supplier LLC 1558,Supplier LLC 1558,INV-11558,INV-11558,34828.33,34828.33,2023-10-01,2023-10-01,27AAAAA2558A1Z5,27AAAAA2558A1Z5
pkt-1559,NO_MATCH,missing_record,high,Supplier Inc 1559,,INV-11559,,28560.64,,2023-06-19,,27AAAAA2559A1Z5,
pkt-1560,NO_MATCH,missing_record,high,Supplier LLC 1560,,INV-11560,,5092.83,,2023-11-07,,27AAAAA2560A1Z5,
pkt-1561,NO_MATCH,different_entity,high,Supplier Corp 1561,Different Supplier Inc,INV-11561,INV-11561,25188.15,25188.15,2023-11-11,2023-11-11,27AAAAA2561A1Z5,27BBBBB1234B1Z5
pkt-1562,EXACT_MATCH,none,none,Supplier Ltd 1562,Supplier Ltd 1562,INV-11562,INV-11562,15046.09,15046.09,2023-07-07,2023-07-07,27AAAAA2562A1Z5,27AAAAA2562A1Z5
pkt-1563,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 1563,Supplier Corp 1563,INV-11563,INV-11563,42381.97,42382.97,2023-02-27,2023-02-27,27AAAAA2563A1Z5,27AAAAA2563A1Z5
pkt-1564,NO_MATCH,different_entity,high,Supplier Corp 1564,Different Supplier Inc,INV-11564,INV-11564,2471.81,2471.81,2023-10-13,2023-10-13,27AAAAA2564A1Z5,27BBBBB1234B1Z5
pkt-1565,NO_MATCH,different_entity,high,Supplier Inc 1565,Different Supplier Inc,INV-11565,INV-11565,37170.11,37170.11,2023-02-23,2023-02-23,27AAAAA2565A1Z5,27BBBBB1234B1Z5
pkt-1566,EXACT_MATCH,none,none,Supplier Ltd 1566,Supplier Ltd 1566,INV-11566,INV-11566,16908.22,16908.22,2023-02-19,2023-02-19,27AAAAA2566A1Z5,27AAAAA2566A1Z5
pkt-1567,CONTRADICTION,major_amount_diff,high,Supplier LLC 1567,Supplier LLC 1567,INV-11567,INV-11567,10565.98,21131.960,2023-02-21,2023-02-21,27AAAAA2567A1Z5,27AAAAA2567A1Z5
pkt-1568,FUZZY_MATCH,date_shift,medium,Supplier LLC 1568,Supplier LLC 1568,INV-11568,INV-11568,40225.92,40225.92,2023-07-22,2023-07-23,27AAAAA2568A1Z5,27AAAAA2568A1Z5
pkt-1569,EXACT_MATCH,none,none,Supplier Ltd 1569,Supplier Ltd 1569,INV-11569,INV-11569,20174.82,20174.82,2023-10-17,2023-10-17,27AAAAA2569A1Z5,27AAAAA2569A1Z5
pkt-1570,NO_MATCH,different_entity,high,Supplier Corp 1570,Different Supplier Inc,INV-11570,INV-11570,38195.77,38195.77,2023-03-01,2023-03-01,27AAAAA2570A1Z5,27BBBBB1234B1Z5
pkt-1571,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 1571,Supplier Ltd 1571,INV-11571,INV-11571,25010.26,25012.76,2023-11-27,2023-11-27,27AAAAA2571A1Z5,27AAAAA2571A1Z5
pkt-1572,CONTRADICTION,major_amount_diff,high,Supplier Inc 1572,Supplier Inc 1572,INV-11572,INV-11572,46738.33,93476.660,2023-12-21,2023-12-21,27AAAAA2572A1Z5,27AAAAA2572A1Z5
pkt-1573,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 1573,Supplier Corp 1573,INV-11573,INV-II573,10112.34,10112.35,2023-08-05,2023-08-05,27AAAAA2573A1Z5,27AAAAA2573A1Z5
pkt-1574,EXACT_MATCH,none,none,Supplier Ltd 1574,Supplier Ltd 1574,INV-11574,INV-11574,37347.03,37347.03,2023-05-28,2023-05-28,27AAAAA2574A1Z5,27AAAAA2574A1Z5
pkt-1575,EXACT_MATCH,none,none,Supplier Corp 1575,Supplier Corp 1575,INV-11575,INV-11575,16000.79,16000.79,2023-02-21,2023-02-21,27AAAAA2575A1Z5,27AAAAA2575A1Z5
pkt-1576,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 1576,Supplier Corp 1576,INV-11576,INV-11576,13420.04,13420.54,2023-05-21,2023-05-21,27AAAAA2576A1Z5,27AAAAA2576A1Z5
pkt-1577,EXACT_MATCH,none,none,Supplier Corp 1577,Supplier Corp 1577,INV-11577,INV-11577,20352.71,20352.71,2023-02-05,2023-02-05,27AAAAA2577A1Z5,27AAAAA2577A1Z5
pkt-1578,CONTRADICTION,major_amount_diff,high,Supplier Ltd 1578,Supplier Ltd 1578,INV-11578,INV-11578,12354.77,24709.540,2023-05-15,2023-05-15,27AAAAA2578A1Z5,27AAAAA2578A1Z5
